Inflammatory_myofibroblastic_tumor	178342	Part_of_a_fusion_gene_in	TPM3	Assessed	12012,191030,TRK,TPM3,ENSG00000143549,P06753
Inflammatory_myofibroblastic_tumor	178342	Part_of_a_fusion_gene_in	ALK	Assessed	ENSG00000171094,ALK,CD246,427,1839,105590,Q9UM73
Inflammatory_myofibroblastic_tumor	178342	Part_of_a_fusion_gene_in	RANBP2	Assessed	ADANE,RANBP2,nucleoporin_358,601181,P49792,ENSG00000153201,9848,NUP358
Inflammatory_myofibroblastic_tumor	178342	Part_of_a_fusion_gene_in	CLTC	Assessed	2092,Q00610,CLTC,ENSG00000141367,118955,Hc
Inflammatory_myofibroblastic_tumor	178342	Part_of_a_fusion_gene_in	CARS	Assessed	P49589,123859,1493,Cysteine_tRNA_ligase_1,_cytoplasmic,ENSG00000110619,CARS1,CARS
Inflammatory_myofibroblastic_tumor	178342	Part_of_a_fusion_gene_in	TPM4	Assessed	TPM4,600317,P67936,ENSG00000167460,12013
Behçet_disease	117	Major_susceptibility_factor_in	IL10	Assessed	cytokine_synthesis_inhibitory_factor,5962,T-cell_growth_inhibitory_factor,IL10A,124092,ENSG00000136634,IL10,IL-10,P22301,CSIF,TGIF
Behçet_disease	117	Major_susceptibility_factor_in	HLA-B	Assessed	P01889,142830,ENSG00000234745,4932,P30464,P30486,HLA-B
Behçet_disease	117	Major_susceptibility_factor_in	FAS	Assessed	APO-1,TNF_receptor_superfamily_member_6,11920,CD95,FAS,P25445,134637,ENSG00000026103
Behçet_disease	117	Major_susceptibility_factor_in	UBAC2	Assessed	FLJ30548,UBAC2,20486,RP11-178C10.1,Q8NBM4,ENSG00000134882
Behçet_disease	117	Major_susceptibility_factor_in	IL23R	Assessed	607562,ENSG00000162594,IL23R,IL-23R,Q5VWK5,19100
Behçet_disease	117	Major_susceptibility_factor_in	MEFV	Assessed	6998,TRIM20,FMF,marenostrin,O15553,608107,MEFV,ENSG00000103313
Behçet_disease	117	Major_susceptibility_factor_in	STAT4	Assessed	ENSG00000138378,STAT4,11365,Q14765,600558
Behçet_disease	117	Major_susceptibility_factor_in	C4A	Assessed	ENSG00000244731,C4A3,C4A,RG,120810,P0C0L4,C4B,CO4,C4S,C4,C4A4,C4A6,1323,C4A2,CPAMD2
Behçet_disease	117	Major_susceptibility_factor_in	IL12A	Assessed	161560,IL-12A,p35,IL35_subunit,cytotoxic_lymphocyte_maturation_factor_1,_p35,CLMF,interleukin_12,_p35,ENSG00000168811,5969,NF_cell_stimulatory_factor_chain_1,IL12A,IL-12,_subunit_p35,natural_killer_cell_stimulatory_factor_1,_35_kD_subunit,interleukin-12_alpha_chain,NFSK,P29459
Behçet_disease	117	Major_susceptibility_factor_in	TLR4	Assessed	TLR-4,hToll,603030,ARMD10,11850,CD284,ENSG00000136869,TLR4,O00206
Behçet_disease	117	Major_susceptibility_factor_in	CCR1	Assessed	CKR-1,CD191,CCR1,601159,P32246,1602,ENSG00000163823,58,MIP1aR
Behçet_disease	117	Major_susceptibility_factor_in	KLRC4	Assessed	602893,ENSG00000183542,6377,NKG2-F,O43908,KLRC4
Behçet_disease	117	Major_susceptibility_factor_in	IL12A-AS1	Assessed	ENSG00000244040,ILAS1-AS1,49094
Behçet_disease	117	Major_susceptibility_factor_in	ERAP1	Assessed	606832,A-LAP,1566,ENSG00000164307,ARTS-1,ERAP1,PILS-AP,KIAA0525,puromycin-insensitive_leucyl-specific_aminopeptidase,ERAAP1,18173,adipocyte-derived_leucine_aminopeptidase,Q9NZ08,aminopeptidase_regulator_of_TNFR1_shedding
Perry_syndrome	178509	Disease-causing_germline_mutation(s)_in	DCTN1	Assessed	2711,601143,DCTN1,ENSG00000204843,p150_glued_homolog_(Drosophila),Q14203
Brain_calcification,_Rajab_type	178506	Disease-causing_germline_mutation(s)_in	FARSB	Assessed	609690,phenylalanine_tRNA_ligase_1,_beta,_cytoplasmic,PheHB,Q9NSD9,ENSG00000116120,17800,FRSB
Symptomatic_form_of_hemophilia_A_in_female_carriers	177926	Disease-causing_germline_mutation(s)_in	F8	Assessed	hemophilia_A,ENSG00000185010,P00451,F8,3546,HEMA,FVIII,2607,300841,DXS1253E,Factor_VIIIF8B
Symptomatic_form_of_hemophilia_B_in_female_carriers	177929	Disease-causing_germline_mutation(s)_in	F9	Assessed	plasma_thromboplastic_component,F9,ENSG00000101981,Factor_IX,300746,2364,FIX,3551,hemophilia_B,P00740,Christmas_disease
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1	177901	Role_in_the_phenotype_of	SNORD115@	Assessed	609837,SNORD115@,HBII-52,32780
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1	177901	Role_in_the_phenotype_of	SNRPN	Assessed	182279,SNRNP-N,11164,SNURF-SNRPN,tissue-specific_splicing_protein,P63162,ENSG00000128739,small_nuclear_ribonucleoprotein_N,SM_protein_N,SNRPN,SMN,HCERN3,RT-LI,SM-D
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1	177901	Role_in_the_phenotype_of	MAGEL2	Assessed	ENSG00000254585,Q9UJ55,6814,MAGEL2,605283,nM15
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1	177901	Role_in_the_phenotype_of	NDN	Assessed	602117,ENSG00000182636,NDN,HsT16328,Prader-Willi_syndrome_chromosome_region,Q99608,7675,PWCR
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1	177901	Role_in_the_phenotype_of	OCA2	Assessed	611409,BEY2,BEY1,EYCL,BEY,8101,Q04671,P-protein,melanocyte-specific_transporter_protein,OCA2,ENSG00000104044
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1	177901	Role_in_the_phenotype_of	SNORD116@	Assessed	32781,HBII-85,PET1,SNORD116@,605436
Malignant_hyperthermia_of_anesthesia	423	Disease-causing_germline_mutation(s)_in	RYR1	Assessed	747,protein_phosphatase_1,_regulatory_subunit_137,PPP1R137,180901,P21817,ENSG00000196218,RYR,10483,RYR1
Malignant_hyperthermia_of_anesthesia	423	Major_susceptibility_factor_in	CACNA1S	Assessed	CACNA1S,114208,Q13698,hypoPP,1397,528,Cav1.1,ENSG00000081248
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2	177904	Role_in_the_phenotype_of	SNORD115@	Assessed	609837,SNORD115@,HBII-52,32780
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2	177904	Role_in_the_phenotype_of	SNRPN	Assessed	182279,SNRNP-N,11164,SNURF-SNRPN,tissue-specific_splicing_protein,P63162,ENSG00000128739,small_nuclear_ribonucleoprotein_N,SM_protein_N,SNRPN,SMN,HCERN3,RT-LI,SM-D
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2	177904	Role_in_the_phenotype_of	MAGEL2	Assessed	ENSG00000254585,Q9UJ55,6814,MAGEL2,605283,nM15
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2	177904	Role_in_the_phenotype_of	NDN	Assessed	602117,ENSG00000182636,NDN,HsT16328,Prader-Willi_syndrome_chromosome_region,Q99608,7675,PWCR
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2	177904	Role_in_the_phenotype_of	OCA2	Assessed	611409,BEY2,BEY1,EYCL,BEY,8101,Q04671,P-protein,melanocyte-specific_transporter_protein,OCA2,ENSG00000104044
Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2	177904	Role_in_the_phenotype_of	SNORD116@	Assessed	32781,HBII-85,PET1,SNORD116@,605436
Prader-Willi_syndrome_due_to_translocation	177907	Role_in_the_phenotype_of	SNRPN	Assessed	182279,SNRNP-N,11164,SNURF-SNRPN,tissue-specific_splicing_protein,P63162,ENSG00000128739,small_nuclear_ribonucleoprotein_N,SM_protein_N,SNRPN,SMN,HCERN3,RT-LI,SM-D
Prader-Willi_syndrome_due_to_imprinting_mutation	177910	Role_in_the_phenotype_of	SNORD115@	Assessed	609837,SNORD115@,HBII-52,32780
Prader-Willi_syndrome_due_to_imprinting_mutation	177910	Role_in_the_phenotype_of	SNRPN	Assessed	182279,SNRNP-N,11164,SNURF-SNRPN,tissue-specific_splicing_protein,P63162,ENSG00000128739,small_nuclear_ribonucleoprotein_N,SM_protein_N,SNRPN,SMN,HCERN3,RT-LI,SM-D
Prader-Willi_syndrome_due_to_imprinting_mutation	177910	Role_in_the_phenotype_of	MAGEL2	Assessed	ENSG00000254585,Q9UJ55,6814,MAGEL2,605283,nM15
Prader-Willi_syndrome_due_to_imprinting_mutation	177910	Role_in_the_phenotype_of	NDN	Assessed	602117,ENSG00000182636,NDN,HsT16328,Prader-Willi_syndrome_chromosome_region,Q99608,7675,PWCR
Prader-Willi_syndrome_due_to_imprinting_mutation	177910	Role_in_the_phenotype_of	SNORD116@	Assessed	32781,HBII-85,PET1,SNORD116@,605436
Hirschsprung_disease	388	Major_susceptibility_factor_in	RET	Assessed	9967,PTC,cadherin-related_family_member_16,164761,rearranged_during_transfection,CDHR16,CDHF12,ENSG00000165731,RET51,2185,P07949,RET_receptor_tyrosine_kinase,RET
Hirschsprung_disease	388	Major_susceptibility_factor_in	ECE1	Assessed	P42892,ENSG00000117298,600423,3146,ECE1,1615
Hirschsprung_disease	388	Major_susceptibility_factor_in	EDN3	Assessed	ENSG00000124205,EDN3,ET3,P14138,3178,131242
Hirschsprung_disease	388	Major_susceptibility_factor_in	EDNRB	Assessed	ETB,220,ENSG00000136160,3180,EDNRB,131244,P24530
Hirschsprung_disease	388	Major_susceptibility_factor_in	GDNF	Assessed	ATF1,4232,ATF2,glial_derived_neurotrophic_factor,glial_cell_line_derived_neurotrophic_factor,600837,HFB1-GDNF,GDNF,P39905,ENSG00000168621,astrocyte-derived_trophic_factor
Hirschsprung_disease	388	Major_susceptibility_factor_in	NRTN	Assessed	NRTN,Q99748,NTN,ENSG00000171119,602018,prepro-neurturin,8007
Hirschsprung_disease	388	Major_susceptibility_factor_in	SEMA3C	Assessed	SemE,ENSG00000075223,602645,SEMA3C,10725,Q99985
Hirschsprung_disease	388	Major_susceptibility_factor_in	SEMA3D	Assessed	O95025,coll-2,Sema-Z2,10726,SEMA3D,609907,ENSG00000153993
Åland_Islands_eye_disease	178333	Disease-causing_germline_mutation(s)_in	CACNA1F	Assessed	JMC8,CORDX3,OA2,ENSG00000102001,JM8,CSNB2A,Cav1.4,CSNBX2,531,1393,O60840,300110,CACNA1F
Purine_nucleoside_phosphorylase_deficiency	760	Disease-causing_germline_mutation(s)_(loss_of_function)_in	PNP	Assessed	164050,7892,NP,P00491,PUNP,ENSG00000198805
Oculopharyngeal_muscular_dystrophy	270	Disease-causing_germline_mutation(s)_in	PABPN1	Assessed	ENSG00000100836,602279,PABPN1,8565,Q86U42,PAB2
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAH1	Assessed	HL-11,ENSG00000114841,DNAH1,603332,HDHC7,Q9P2D7,HL11,XLHSRF-1,2940,DNAHC1
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	PIH1D3	Assessed	MGC35261,NYSAR97,TWISTER,ENSG00000080572,28570,dynein_axonemal_assembly_factor_6,Q9NQM4,PIH1D3,300933,DNAAF6,sarcoma_antigen_NY-SAR-97
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	DNAJB13	Assessed	P59910,610263,30718,TSARG6,radial_spoke_16_homolog_A_(Chlamydomonas),DNAJB13,RSPH16A,ENSG00000187726
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	TTC25	Assessed	ENSG00000204815,25280,617095,Q96NG3,DKFZP434H0115,TTC25
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	MCIDAS	Assessed	MCI,MCIDAS,IDAS,ENSG00000234602,614086,40050,multicilin,D6RGH6
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	GAS2L2	Assessed	ENSG00000270765,24846,611398,Q8NHY3,GAR17
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	OFD1	Assessed	ENSG00000046651,OFD1,300170,2567,JBTS10,71-7A,O75665
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAH11	Assessed	DNAH11,603339,dynein,_ciliary,_heavy_chain_11,CILD7,DNHBL,2942,DNAHBL,Q96DT5,Dnahc11,ENSG00000105877,dynein,_heavy_chain_beta-like,DPL11
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAH5	Assessed	Q8TE73,2950,DNAH5,CILD3,HL1,PCD,603335,KTGNR,dynein_heavy_chain_5,Dnahc5,ENSG00000039139
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAI1	Assessed	CILD1,DIC1,2954,ENSG00000122735,604366,PCD,DNAI1,Q9UI46
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	NME8	Assessed	SPTRX2,Q8N427,CILD6,NM23-H8,16473,Sperm-specific_thioredoxin_2,ENSG00000086288,607421,NME8
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAI2	Assessed	605483,DNAI2,18744,Q9GZS0,DIC2,CILD9,ENSG00000171595,dynein_intermediate_chain_2
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAAF2	Assessed	FLJ10563,KTU,Q9NVR5,DNAAF2,kintoun,612517,CILD10,ENSG00000165506,PF13,20188
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	RSPH9	Assessed	Q9H1X1,CILD12,21057,ENSG00000172426,612648,RSPH9,FLJ30845
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	RSPH4A	Assessed	FLJ37974,ENSG00000111834,RSPH4A,RSPH6B,dJ412I7.1,21558,CILD11,Q5TD94,612647
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAAF1	Assessed	ODA7,outer_row_dynein_assembly_7_homolog_(Chlamydomonas),CILD13,DNAAF1,Q8NEP3,613190,ENSG00000154099,30539,FLJ25330,swt
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	CCDC39	Assessed	CILD14,CCDC39,DKFZp434A128,Q9UFE4,613798,ENSG00000145075,25244,FAP59
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	CCDC40	Assessed	CILD15,CCDC40,26090,KIAA1640,FLJ20753,FLJ32021,613799,FAP172,ENSG00000141519,Q4G0X9
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAL1	Assessed	1700010H15RiK,610062,ENSG00000119661,MGC12435,DNAL1,Q4LDG9,23247,CILD16
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAAF3	Assessed	614566,FLJ36139,DNAAF3,Q8N9W5,ENSG00000167646,PF22,PCD,30492,FLJ40069
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	CCDC103	Assessed	CILD17,PR46b,FLJ34211,ENSG00000167131,FLJ13094,32700,614677,CCDC103,Q8IW40
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	DNAAF5	Assessed	ENSG00000164818,FLJ25564,FLJ31671,HEATR2,FLJ39381,26013,Q86Y56,614864,CILD18,FLJ20397
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	HYDIN	Assessed	ENSG00000157423,Protein_phosphatase_1,_regulatory_subunit_31,Q4G0P3,19368,610812,PPP1R31,CILD5,KIAA1864,DKFZp434D0513,HYDIN
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	LRRC6	Assessed	Q86X45,614930,CILD19,LRRC6,Leucine_rich_testes_protein,16725,ENSG00000129295,TSLRP,LRTP
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	CCDC114	Assessed	ENSG00000105479,615038,CCDC114,CILD20,26560,FLJ32926,Q96M63
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	DRC1	Assessed	ENSG00000157856,FLJ32660,DRC1,615288,CILD21,Q96MC2,MGC16372,24245
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	ARMC4	Assessed	ARMC4,25583,615408,FLJ10817,Q5T2S8,FLJ10376,DKFZP434P1735,ENSG00000169126,CILD23
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	DNAAF4	Assessed	EKN1,608706,DYX1C1,dynein,_axonemal,_assembly_factor_4,FLJ37882,Q8WXU2,CILD25,21493,ENSG00000256061
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	RSPH1	Assessed	12371,ENSG00000160188,RSP44,RSPH1,RSPH10A,CILD24,Meichroacidin,FLJ32753,609314,Q8WYR4
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	ZMYND10	Assessed	19412,607070,BLU,ENSG00000004838,DNAAF7,CILD22,ZMYND10,O75800,dynein_axonemal_assembly_factor_7
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	CFAP298	Assessed	FLJ20467,CILD26,P57076,ENSG00000159079,615494,C21orf59,kurly_homolog_(zebrafish),FBB18,1301,Kur
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	CCDC65	Assessed	CFAP250,611088,NYD-SP28,29937,FLJ35732,DRC2,ENSG00000139537,CCDC65,Q8IXS2,CILD27,FAP250
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	SPAG1	Assessed	FLJ32920,Q07617,11212,603395,SP75,HSD-3.8,ENSG00000104450,CILD28,SPAG1,TPIS,CT140
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	CCNO	Assessed	FLJ22422,607752,UDG2,P22674,CCNO,ENSG00000152669,18576,UNG2
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	CCDC151	Assessed	28303,MGC20983,A5D8V7,ENSG00000198003,615956,CCDC151
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	RSPH3	Assessed	Q86UC2,615876,21054,ENSG00000130363,dJ111C20.1,RSP3,RSPH3
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	GAS8	Assessed	605178,ENSG00000141013,GAS8,O95995,DRC4,4166
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	RPGR	Assessed	CORDX1,RPGR,312610,Q92834,10295,ENSG00000156313
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	STK36	Assessed	FU,607652,Q9NRP7,2223,fused_homolog_(Drosophila),ENSG00000163482,STK36,17209,KIAA1278
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_in	LRRC56	Assessed	Q8IYG6,ENSG00000161328,618227,25430,DKFZp761L1518,FLJ00101
Primary_ciliary_dyskinesia	244	Disease-causing_germline_mutation(s)_(loss_of_function)_in	CFAP300	Assessed	ENSG00000137691,MGC13040,CFAP300,Q9BRQ4,28188
Reticulate_acropigmentation_of_Kitamura	178307	Disease-causing_germline_mutation(s)_(loss_of_function)_in	ADAM10	Assessed	188,O14672,kuz,CD156c,ENSG00000137845,HsT18717,ADAM10,1658,MADM,602192
Tuberous_sclerosis_complex	805	Disease-causing_germline_mutation(s)_in	TSC1	Assessed	KIAA0243,ENSG00000165699,12362,hamartin,LAM,605284,TSC1,Q92574
Tuberous_sclerosis_complex	805	Disease-causing_germline_mutation(s)_in	TSC2	Assessed	PPP1R160,P49815,LAM,ENSG00000103197,TSC2,protein_phosphatase_1,_regulatory_subunit_160,tuberin,191092,12363
Moderate_multiminicore_disease_with_hand_involvement	178145	Disease-causing_germline_mutation(s)_in	RYR1	Assessed	747,protein_phosphatase_1,_regulatory_subunit_137,PPP1R137,180901,P21817,ENSG00000196218,RYR,10483,RYR1
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	SCAPER	Assessed	SCAPER,13081,ENSG00000140386,611611,Q9BY12,Zfp291
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	IFT88	Assessed	D13S1056E,Q13099,MGC26259,ENSG00000032742,IFT88,polaris_homolog,600595,Tg737,hTg737,20606
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_(loss_of_function)_in	REEP6	Assessed	FLJ25383,Q96HR9,R-HSA-8939719,deleted_in_polyposis_1-like_1,609346,Yip2f,DP1L1,REEP6,30078,ENSG00000115255,polyposis_locus_protein_1-like_1
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	ARHGEF18	Assessed	MGC15913,R-HSA-195104,P114-RhoGEF,Q6ZSZ5,616432,Rho-specific_guanine_nucleotide_exchange_factor_p114,ENSG00000104880,17090,KIAA0521,ARHGEF18
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	KIAA1549	Assessed	22219,KIAA1549,Q9HCM3,613344,ENSG00000122778
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	AHI1	Assessed	ORF1,ENSG00000135541,AHI1,Jouberin,608894,21575,FLJ20069,Q8N157,JBTS3
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	AGBL5	Assessed	26147,AGBL5,cytosolic_carboxypeptidase_5,ENSG00000084693,615900,Q8NDL9,CCP5,FLJ21839
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	ABCA4	Assessed	601691,ENSG00000198691,ARMD2,Stargardt_disease,34,P78363,CORD3,ABCA4,FFM
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	PRCD	Assessed	RP36,PRCD,Q00LT1,32528,610598,ENSG00000214140
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	PRPF3	Assessed	PRPF3,607301,HPRP3,Prp3,O43395,SNRNP90,ENSG00000117360,17348
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	PRPF31	Assessed	PRP31,ENSG00000105618,NY-BR-99,606419,PRPF31,SNRNP61,Q8WWY3,hPrp31,15446
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	PRPF8	Assessed	Q6P2Q9,Prp8,ENSG00000174231,17340,SNRNP220,PRPC8,hPrp8,607300,PRPF8
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	PRPH2	Assessed	179605,ENSG00000112619,rd2,P23942,TSPAN22,CACD2,PRPH2,retinal_peripherin,9942
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RDH12	Assessed	RP53,19977,FLJ30273,Q96NR8,RDH12,LCA13,SDR7C2,short_chain_dehydrogenase/reductase_family_7C,_member_2,608830,ENSG00000139988
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RGR	Assessed	ENSG00000148604,600342,RGR-opsin,9990,P47804,RP44,RGR
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RHO	Assessed	10012,OPN2,P08100,ENSG00000163914,opsin_2,_rod_pigment,180380,RHO,CSNBAD1
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RLBP1	Assessed	P12271,RLBP1,180090,10024,ENSG00000140522,CRALBP
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	ROM1	Assessed	ROM,180721,ENSG00000149489,TSPAN23,Q03395,ROM1,10254
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RP1	Assessed	603937,RP1,10263,oxygen-regulated_protein_1,DCDC4A,ORP1,ENSG00000104237,P56715,doublecortin_domain_containing_4A
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RP2	Assessed	NME10,NM23-H10,RP2,10274,300757,O75695,TBCCD2,ENSG00000102218
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RP9	Assessed	PAP-1,Pim-1_kinase_associated_protein,RP9,607331,ENSG00000164610,Q8TA86,10288
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RPE65	Assessed	LCA2,RPE65,BCO3,180069,rd12,all-trans-retinyl-palmitate_hydrolase,ENSG00000116745,Q16518,retinol_isomerase,BCO_family,_member_3,10294
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	RPGR	Assessed	CORDX1,RPGR,312610,Q92834,10295,ENSG00000156313
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	SAG	Assessed	arrestin_1,RP47,SAG,10521,ARRESTIN,P10523,181031,rod_arrestin,ENSG00000130561
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	BBS2	Assessed	ENSG00000125124,BBS2,967,Q9BXC9,606151
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	BEST1	Assessed	BEST,607854,RP50,BEST1,Best_disease,BMD,ENSG00000167995,12703,O76090
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	CA4	Assessed	CAIV,114760,2599,P22748,CA4,Car4,ENSG00000167434,1375
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	CERKL	Assessed	21699,CERKL,608381,ENSG00000188452,Q49MI3
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	TTC8	Assessed	608132,ENSG00000165533,20087,TTC8,Q8TAM2,BBS8,RP51
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	TULP1	Assessed	602280,12423,O00294,LCA15,TULP1,TUBL1,ENSG00000112041
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	USH2A	Assessed	12601,608400,RP39,ENSG00000042781,USH2A,O75445
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	CLRN1	Assessed	12605,ENSG00000163646,CLRN1,P58418,606397
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	CNGA1	Assessed	CNG1,ENSG00000198515,P29973,RP49,2148,RCNC1,394,RCNCa,CNGA1,123825,cGMP-gated_cation_channel_alpha-1
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	CRB1	Assessed	604210,CRB1,LCA8,P82279,2343,ENSG00000134376
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	CRX	Assessed	O43186,ENSG00000105392,2383,LCA7,602225,OTX3,orthodenticle_homeobox_3,CRX,CRD
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	ARL6	Assessed	Q9H0F7,ARL6,13210,608845,RP55,ENSG00000113966
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	FSCN2	Assessed	ENSG00000186765,3960,FSCN2,O14926,RFSN,607643,RP30
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	HGSNAT	Assessed	ENSG00000165102,26527,HGSNAT,HGNAT,FLJ32731,Q68CP4,610453
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	IMPDH1	Assessed	146690,sWSS2608,ENSG00000106348,P20839,LCA11,IMPDH1,6052,2624
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	MERTK	Assessed	ENSG00000153208,Tyro12,1837,RP38,MERTK,mer,7027,c-Eyk,Q12866,604705
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	NR2E3	Assessed	616,NR2E3,7974,604485,Q9Y5X4,RP37,rd7,ENSG00000278570,PNR
Retinitis_pigmentosa	791	Disease-causing_germline_mutation(s)_in	NRL	Assessed	NRL,8002,P54845,D14S46E,162080,ENSG00000129535,NRL-MAF,RP27
